58VX	ETFS COMMODITY SECURITIES LIMITED	FORWARD GASOLINE (MICRO SECURITIES)	JE00B24F2209	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
67FN	ETFS COMMODITY SECURITIES LIMITED	ETFS LEAD MICRO SECURITY	JE00B2QXZY55	ETCS			16/11/2009	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
67FO	ETFS COMMODITY SECURITIES LIMITED	ETFS TIN MICRO SECURITY	JE00B2QY0D21	ETCS			16/11/2009	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
67FP	ETFS COMMODITY SECURITIES LIMITED	ETFS PLATINUM MICRO SECURITY	JE00B2QY0766	ETCS			16/11/2009	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
67FQ	ETFS COMMODITY SECURITIES LIMITED	ETFS COCOA MICRO SECURITY	JE00B2QXZD43	ETCS			16/11/2009	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
91TR	ETFS COMMODITY SECURITIES LIMITED	FORWARD GOLD (MICRO SECURITIES)	JE00B24F2316	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
91TS	ETFS COMMODITY SECURITIES LIMITED	FORWARD HEATING OIL (MICRO SECURITIES)	JE00B24F2423	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
91VW	ETFS COMMODITY SECURITIES LIMITED	FORWARD LEAN HOGS (MICRO SECURITIES)	JE00B24F2530	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
91VX	ETFS COMMODITY SECURITIES LIMITED	FORWARD LIVE CATTLE (MICRO SECURITIES)	JE00B24F2647	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
91VY	ETFS COMMODITY SECURITIES LIMITED	FORWARD NATURAL GAS (MICRO SECURITIES)	JE00B24F2753	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
AGAP	ETFS COMMODITY SECURITIES LIMITED	ETFS AGRICULTURE £	GB00B15KYH63	ETCS			29/10/2007	31/12/9999	Jersey	GBX	MAIN MARKET	Standard Debt	ETC2	ECLM
AGCP	ETFS COMMODITY SECURITIES LIMITED	ETFS ALL COMMODITIES	GB00B15KY989	ETCS			29/10/2007	31/12/9999	Jersey	GBX	MAIN MARKET	Standard Debt	ETC2	ECLM
AGGP	ETFS COMMODITY SECURITIES LIMITED	ETFS GRAINS	GB00B15KYL00	ETCS			29/10/2007	31/12/9999	Jersey	GBX	MAIN MARKET	Standard Debt	ETC2	ECLM
AIGA	ETFS COMMODITY SECURITIES LIMITED	ETFS AGRICULTURE	GB00B15KYH63	ETCS			27/09/2006		Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
AIGC	ETFS COMMODITY SECURITIES LIMITED	ETFS ALL COMMODITIES £	GB00B15KY989	ETCS			27/09/2006		Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECEL
